discount_in_percent;price_regular;month;special_days;avg_yearly_household_income_2017;avg_population_2017;sku;agency;time_idx;price_close;price_high;price_low;price_open;active-addresses;addresses-in-loss;addresses-in-profit
1;1;1;z;1;1;q;a;55;525.787;599.774;511.889;599.774;375340;10543678;5478643
1;1;1;z;1;1;q;a;56;532.113;536.858;515.269;525.787;379350;10420584;5620098
1;1;1;z;1;1;q;a;57;495.119;538.955;491.235;533.284;333131;10927532;5158968
1;1;1;z;1;1;q;a;58;476.264;501.905;459.004;495.119;355800;11085623;5068357
1;1;1;z;1;1;q;a;59;519.443;523.545;467.466;476.264;359735;10563707;5645222
1;1;1;z;1;1;q;a;60;491.095;521.305;487.469;519.742;374176;10955904;5285920
1;1;1;z;1;1;q;a;61;499.829;503.223;488.851;491.004;296327;10837190;5445280
1;1;1;z;1;1;q;a;62;500.53;507.641;498.648;499.642;312235;10877302;5450242
1;1;1;z;1;1;q;a;63;518.703;521.796;494.066;500.448;327097;10439511;5943664
1;1;1;z;1;1;q;a;64;538.103;542.353;516.312;518.891;360185;9951778;6465947
1;1;1;z;1;1;q;a;65;536.646;541.015;519.369;538.103;372228;9969548;6493619
1;1;1;z;1;1;q;a;66;527.522;543.717;524.259;536.268;366233;10340243;6174830
1;1;1;z;1;1;q;a;67;465.403;527.367;456.877;527.367;372048;11708860;4836432
1;1;1;z;1;1;q;a;68;474.52;479.129;462.393;465.403;325471;11491920;5106706
1;1;1;z;1;1;q;a;69;458.233;475.359;426.469;474.52;337647;11863833;4779786
1;1;1;z;1;1;q;a;70;460.816;470.344;448.896;458.233;476642;11714644;4923097
1;1;1;z;1;1;q;a;71;434.065;461.213;434.065;460.31;363353;12183358;4424887
1;1;1;z;1;1;q;a;72;442.177;444.243;424.839;432.772;373569;12044154;4626036
1;1;1;z;1;1;q;a;73;422.365;443.618;419.945;442.365;384881;12383913;4328752
1;1;1;z;1;1;q;a;74;436.391;442.12;407.595;422.587;364242;12030097;4709189
1;1;1;z;1;1;q;a;75;454.991;459.645;436.009;436.009;247996;11611739;5166005
1;1;1;z;1;1;q;a;76;453.9;457.205;446.229;454.991;193411;11636780;5155981
1;1;1;z;1;1;q;a;77;475.238;479.13;447.111;453.824;232096;10953694;5857254
1;1;1;z;1;1;q;a;78;463.738;484.514;462.163;475.962;227933;11376742;5451465
1;1;1;z;1;1;q;a;79;466.277;481.436;455.185;464.195;225808;11319564;5524467
1;1;1;z;1;1;q;a;80;474.631;483.135;463.659;467.287;247255;10993123;5871536
1;1;1;z;1;1;q;a;81;474.155;480.194;457.869;474.631;215491;11019553;5868537
1;1;1;z;1;1;q;a;82;491.478;491.478;466.836;474.012;212632;10585325;6321414
1;1;1;z;1;1;q;a;83;489.304;503.555;488.408;491.66;266212;10680910;6252099
1;1;1;z;1;1;q;a;84;476.627;491.273;476.215;489.304;282604;11014111;5951208
1;1;1;z;1;1;q;a;85;434.348;477.774;433.96;476.627;284996;12455830;4541442
1;1;1;z;1;1;q;a;86;446.046;447.262;429.657;434.515;263993;12138859;4885022
1;1;1;z;1;1;q;a;87;430.074;446.502;422.81;446.502;247943;12619574;4435236
1;1;1;z;1;1;q;a;88;433.787;442.566;430.074;430.074;231582;12544745;4535700
1;1;1;z;1;1;q;a;89;436.282;439.371;431.463;433.914;225112;12397694;4698854
1;1;1;z;1;1;q;a;90;449.85;453.967;434.033;435.988;223361;11944942;5166507
1;1;1;z;1;1;q;a;91;480.49;480.49;446.798;450.142;324533;10718607;6434622
1;1;1;z;1;1;q;a;92;500.909;508.034;468.794;480.202;334043;10251323;6955094
1;1;1;z;1;1;q;a;93;480.513;513.102;473.883;500.838;385497;10810584;6448534
1;1;1;z;1;1;q;a;94;469.619;483.027;465.168;480.513;353380;11463801;5843971
1;1;1;z;1;1;q;a;95;450.605;469.307;443.886;469.307;325993;12267792;5093764
1;1;1;z;1;1;q;a;96;462.477;468.477;445.1;450.679;277942;11765245;5651381
1;1;1;z;1;1;q;a;97;459.657;470.926;457.955;462.436;319803;11969736;5502079
1;1;1;z;1;1;q;a;98;450.975;469.799;449.728;459.439;382842;12417199;5097211
1;1;1;z;1;1;q;a;99;479.373;481.457;450.565;450.975;405268;10750129;6788947
1;1;1;z;1;1;q;a;100;472.785;482.556;466.332;479.906;406421;11165834;6408844
1;1;1;z;1;1;q;a;101;464.037;483.712;461.424;472.785;366091;11881462;5737296
1;1;1;z;1;1;q;a;102;469.636;473.45;458.701;464.037;393551;11489111;6193344
1;1;1;z;1;1;q;a;103;466.868;471.594;462.947;469.95;357777;11746936;6006065
1;1;1;z;1;1;q;a;104;466.787;470.228;462.78;466.915;348481;11714994;6111508
1;1;1;z;1;1;q;a;105;457.219203346;467.939;448.358210448;466.793;365628;12532695;5348536
1;1;1;z;1;1;q;a;106;434.346370358;457.245251112;430.30612274;456.835866105;364774;13386951;4553429
1;1;1;z;1;1;q;a;107;420.746959721;435.422735715;410.820795786;434.083114448;362641;13801841;4185767
1;1;1;z;1;1;q;a;108;412.62121575;424.921613311;410.309023279;420.806339794;361891;13950360;4066207
1;1;1;z;1;1;q;a;109;418.688099963;510.222357056;399.918362384;412.62121575;373515;13767726;4278518
1;1;1;z;1;1;q;a;110;407.36929574;420.186414948;403.963582222;418.390907043;329665;14084458;4015772
1;1;1;z;1;1;q;a;111;410.214451481;413.730420991;402.400364115;407.260371081;307041;13992737;4157932
1;1;1;z;1;1;q;a;112;406.52536786;414.540242839;403.485240633;410.542768759;335825;14160033;4039019
1;1;1;z;1;1;q;a;113;380.425981994;411.68418724;376.076743105;406.801464995;307071;14676898;3564611
1;1;1;z;1;1;q;a;114;356.613028666;380.871121046;353.552596752;380.073327451;269653;14985386;3291483
1;1;1;z;1;1;q;a;115;365.777538838;370.954506107;353.733041165;356.613028666;262265;14819142;3490159
1;1;1;z;1;1;q;a;116;334.211244176;367.045143682;329.585773639;365.777538838;298821;15272208;3077313
1;1;1;z;1;1;q;a;117;322.111523909;334.454392315;308.488276832;334.150479591;320551;15513923;2882861
1;1;1;z;1;1;q;a;118;319.368282891;328.629084194;318.440220239;322.501777687;323034;15633253;2807403
1;1;1;z;1;1;q;a;119;286.35243418;323.551099866;284.934083774;319.368282891;336707;16912326;1564889
1;1;1;z;1;1;q;a;120;278.931610762;286.494579814;254.649891318;286.494579814;322562;17016848;1496860
1;1;1;z;1;1;q;a;121;282.507251391;303.63634572;278.883004684;278.931610762;315555;16976342;1568344
1;1;1;z;1;1;q;a;122;287.366301635;298.580772601;280.503697995;282.363684335;336958;16832465;1738312
1;1;1;z;1;1;q;a;123;315.728949968;316.01554882;287.346168295;287.366301635;298310;15466391;3112913
1;1;1;z;1;1;q;a;124;295.736646619;320.751416446;286.426850219;315.451687583;291247;16472841;2127182
1;1;1;z;1;1;q;a;125;301.026073737;307.098165481;291.331957502;295.736646619;283965;16080956;2534805
1;1;1;z;1;1;q;a;126;274.563449618;304.556236945;273.163975057;301.026073737;319204;17203563;1437993
1;1;1;z;1;1;q;a;127;281.686287519;286.38778229;273.196811185;274.716379726;283375;17081763;1593609
1;1;1;z;1;1;q;a;128;271.191284756;297.031049594;264.997819944;281.776755248;292932;17296884;1407692
1;1;1;z;1;1;q;a;129;277.103883005;280.043170491;271.272591818;271.272591818;289997;17181307;1544377
1;1;1;z;1;1;q;a;130;283.256818366;283.552429053;273.666825116;277.357723985;301887;16946724;1782914
1;1;1;z;1;1;q;a;131;279.534083991;283.55911969;278.398615593;283.256818366;290696;17087987;1642244
1;1;1;z;1;1;q;a;132;274.578099027;279.524965884;272.032106631;279.353034575;301704;17275101;1466417
1;1;1;z;1;1;q;a;133;285.688397377;285.688397377;273.392129685;274.993879498;319753;16730749;2016559
1;1;1;z;1;1;q;a;134;296.499489861;297.576195492;283.721728187;286.401629091;311432;16085871;2684100
1;1;1;z;1;1;q;a;135;289.251841577;297.071104814;287.206074335;296.020569075;257379;16584063;2203664
1;1;1;z;1;1;q;a;136;284.088860812;291.271444297;274.867581355;289.312410944;272927;16885550;1929100
1;1;1;z;1;1;q;a;137;282.817183085;284.551373515;278.263711995;284.105467625;277839;16908932;1917917
1;1;1;z;1;1;q;a;138;295.503478863;301.323966684;282.834863799;282.937903331;307537;16098294;2758061
1;1;1;z;1;1;q;a;139;294.22309744;298.96329459;290.867084932;295.50540109;312176;16223154;2677754
1;1;1;z;1;1;q;a;140;289.144898086;295.792607681;287.174417114;294.370662274;317999;16643430;2278293
1;1;1;z;1;1;q;a;141;285.694149531;291.515727352;284.166512551;289.144898086;296656;16916883;2020610
1;1;1;z;1;1;q;a;142;232.708493603;287.97291455;232.708493603;285.723191623;302289;17913893;1027174
1;1;1;z;1;1;q;a;143;230.102022302;232.708493603;218.12314895;232.708493603;290897;17864791;1079656
1;1;1;z;1;1;q;a;144;217.555832682;233.753084458;216.965187865;230.214857894;294029;18091784;872948
1;1;1;z;1;1;q;a;145;197.908999657;220.61003025;193.201994439;217.555832682;274658;18202093;782676
1;1;1;z;1;1;q;a;146;197.148891107;207.666328437;188.199776708;197.950737895;278538;18196815;802616
1;1;1;z;1;1;q;a;147;197.079074946;201.810334367;189.559565304;196.924392185;271355;18187366;833274
1;1;1;z;1;1;q;a;148;185.123062389;198.50563951;180.371277035;197.442641998;248152;18320626;725737
1;1;1;z;1;1;q;a;149;183.430393852;185.966419192;170.308735628;185.06646594;248885;18278130;794574
1;1;1;z;1;1;q;a;150;211.936344011;214.001725332;183.486585175;183.486585175;265172;17890446;1200763
1;1;1;z;1;1;q;a;151;211.640163669;223.079613453;204.871477404;211.285476438;240159;17911190;1202849
1;1;1;z;1;1;q;a;152;223.110868501;226.758107068;209.606371726;211.640163669;209539;17720478;1410851
1;1;1;z;1;1;q;a;153;220.5034097;222.958698511;211.602248551;222.958698511;208452;17770755;1381189
1;1;1;z;1;1;q;a;154;197.983069343;224.181663972;195.498565018;220.588802442;253144;18220988;954342
1;1;1;z;1;1;q;a;155;210.307500486;213.89074455;195.763696928;197.667483441;224345;17993336;1203600
1;1;1;z;1;1;q;a;156;210.156398615;213.871209756;201.7267997;209.974577896;216210;18010741;1207188
1;1;1;z;1;1;q;a;157;224.370074111;225.160683753;207.754707317;210.172822541;232801;17596598;1641325
1;1;1;z;1;1;q;a;158;246.670706374;248.387518143;221.501407016;224.591001755;244858;17305723;1955251
1;1;1;z;1;1;q;a;159;240.81174316;251.602649211;233.809789024;246.670706374;216166;17386238;1899303
1;1;1;z;1;1;q;a;160;244.694825761;247.697013221;237.700460997;240.572769486;213502;17325817;1979866
1;1;1;z;1;1;q;a;161;228.72991398;245.126947858;227.544785584;244.329533514;215325;17646264;1677015
1;1;1;z;1;1;q;a;162;218.348009064;228.669392427;206.216757328;228.669392427;228975;17946964;1392659
1;1;1;z;1;1;q;a;163;216.142592829;221.436605088;209.113459702;218.742022822;213754;18003181;1360267
1;1;1;z;1;1;q;a;164;228.632235227;230.644292784;212.346536186;215.847417971;233265;17562064;1828112
1;1;1;z;1;1;q;a;165;222.661025218;231.841419617;218.507405549;228.632235227;235655;17799826;1615182
1;1;1;z;1;1;q;a;166;231.703875134;234.393479072;216.078289549;222.479473522;199983;17471790;1960800
1;1;1;z;1;1;q;a;167;232.815758146;237.0841079;228.444987569;231.703875134;229339;17462981;1993914
1;1;1;z;1;1;q;a;168;230.853973039;234.337780349;226.476418904;232.815758146;220471;17543567;1936439
1;1;1;z;1;1;q;a;169;227.313649214;231.160740262;225.574733109;230.685790528;217721;17754456;1746894
1;1;1;z;1;1;q;a;170;220.578864046;227.313649214;213.71062136;227.313649214;254293;18006148;1518894
1;1;1;z;1;1;q;a;171;222.232981704;226.195424163;220.050092457;220.488049483;267083;17974397;1570107
1;1;1;z;1;1;q;a;172;227.600640241;228.65772276;220.939074608;222.091019754;278701;17634137;1927124
1;1;1;z;1;1;q;a;173;225.073070243;227.977179402;224.282195855;227.600640241;282015;17798338;1776318
1;1;1;z;1;1;q;a;174;226.11851246;226.504683977;222.874502693;225.245318132;230043;17691418;1903903
1;1;1;z;1;1;q;a;175;229.255166637;230.764784736;224.315534341;226.11851246;249668;17498556;2117457
1;1;1;z;1;1;q;a;176;228.002739952;230.220940401;226.378714856;229.255166637;253648;17609246;2030606
1;1;1;z;1;1;q;a;177;225.8302706;227.981531001;224.385557032;227.981531001;242818;17786815;1863153
1;1;1;z;1;1;q;a;178;189.466638925;225.769251865;188.862051408;225.769251865;256020;18886931;783602
1;1;1;z;1;1;q;a;179;196.991134422;199.442579408;188.706759824;189.269384285;252120;18768273;934028
1;1;1;z;1;1;q;a;180;199.605554844;201.248081376;196.363911752;196.893212073;250542;18658796;1057040
1;1;1;z;1;1;q;a;181;195.511247883;201.724660115;195.080839983;199.840942398;235777;18861925;875882
1;1;1;z;1;1;q;a;182;209.959686105;221.944828925;194.159338363;195.714681293;266483;18371859;1393574
1;1;1;z;1;1;q;a;183;209.965181294;212.125939772;207.961013986;210.110701211;275248;18380639;1406658
1;1;1;z;1;1;q;a;184;207.048615509;211.124587512;206.050375708;210.119750113;281159;18523082;1283302
1;1;1;z;1;1;q;a;185;203.188703933;208.530297762;201.86123818;207.19552558;267431;18646945;1174736
1;1;1;z;1;1;q;a;186;203.964431486;204.660676388;201.868021045;203.227793336;262565;18609266;1238931
1;1;1;z;1;1;q;a;187;205.456101619;206.212713212;202.383629673;203.825723288;254041;18546718;1336470
1;1;1;z;1;1;q;a;188;205.101504263;208.150124857;204.621309481;205.429573725;239209;18626201;1284021
1;1;1;z;1;1;q;a;189;204.020569562;206.851717236;203.303683676;205.141855565;281713;18703570;1230349
1;1;1;z;1;1;q;a;190;204.212234079;205.146998277;201.922473213;204.044167629;269733;18650736;1308854
1;1;1;z;1;1;q;a;191;203.850147827;205.64313399;203.28345473;204.212234079;271812;18747410;1246812
1;1;1;z;1;1;q;a;192;202.842242506;204.132015236;201.823586602;203.850147827;258725;18824499;1196086
1;1;1;z;1;1;q;a;193;203.388296301;204.780225625;201.551011324;202.842242506;266347;18742077;1292698
1;1;1;z;1;1;q;a;194;204.605915794;206.122029162;203.279771088;203.317273512;240906;18510881;1541392
1;1;1;z;1;1;q;a;195;205.36631044;205.973934589;203.523232867;204.264015065;244275;18408751;1674707
1;1;1;z;1;1;q;a;196;197.247057548;205.860511436;195.683073079;205.301202549;289791;19188909;927551
1;1;1;z;1;1;q;a;197;197.854764256;198.121611043;196.308720833;197.247057548;298978;19113857;1044985
1;1;1;z;1;1;q;a;198;197.442108546;198.337553712;196.391692945;197.555970533;287944;19172650;1027731
1;1;1;z;1;1;q;a;199;198.726886168;203.89314062;197.327517699;197.380920069;271856;19051480;1185853
1;1;1;z;1;1;q;a;200;200.733365175;201.373602171;198.724375938;198.867602963;236992;18882811;1383110
1;1;1;z;1;1;q;a;201;200.193686145;200.747618158;199.57740719;200.634687295;229463;18933645;1356573
1;1;1;z;1;1;q;a;202;208.059621245;211.40461918;198.91386822;200.138042071;236669;18146050;2171650
1;1;1;z;1;1;q;a;203;209.264165481;210.816120168;206.495865295;208.059621245;262431;18064325;2281273
1;1;1;z;1;1;q;a;204;217.962432869;218.41972305;207.893985977;209.091288421;251965;17691379;2686825
1;1;1;z;1;1;q;a;205;217.162973353;221.788545116;216.732776594;218.304613734;238372;17788126;2621232
1;1;1;z;1;1;q;a;206;212.09631704;218.554465905;212.09631704;217.293317005;233419;18036656;2404142
1;1;1;z;1;1;q;a;207;210.042282215;213.214571501;209.315489942;212.09631704;258067;18208310;2257858
1;1;1;z;1;1;q;a;208;212.37211973;213.935663225;209.831304878;210.074433845;237237;18060640;2435078
1;1;1;z;1;1;q;a;209;211.417448663;212.999880613;208.771106159;212.532916241;263930;18138758;2387267
1;1;1;z;1;1;q;a;210;210.117203809;212.623373679;208.923824841;211.417448663;261016;18317424;2239375
1;1;1;z;1;1;q;a;211;206.843275031;210.625755543;206.054757157;210.417877043;248555;18643970;1940404
1;1;1;z;1;1;q;a;212;181.096249508;207.102400806;173.892302103;206.825762084;257977;19874152;739026
1;1;1;z;1;1;q;a;213;180.826574094;184.251230071;169.809088682;181.727510729;248930;19837302;807132
1;1;1;z;1;1;q;a;214;175.277404219;181.414821949;173.080420187;180.806370319;238707;19956247;720637
1;1;1;z;1;1;q;a;215;174.062410857;175.859428651;172.780837925;175.177028259;217636;19977026;729436
1;1;1;z;1;1;q;a;216;176.91376684;179.106831901;173.951273711;174.003904379;213228;19872680;861068
1;1;1;z;1;1;q;a;217;149.501269801;177.31609753;146.623978764;176.91376684;291014;20095073;641411
1;1;1;z;1;1;q;a;218;129.888094912;151.297759096;126.299249798;149.174592778;265317;20135894;628790
1;1;1;z;1;1;q;a;219;136.931741673;138.890293862;125.586464902;130.338557131;233937;20062643;727177
1;1;1;z;1;1;q;a;220;127.13875946;137.900447786;127.13875946;136.931741673;228962;20186469;625142
1;1;1;z;1;1;q;a;221;123.432545305;127.047160742;119.55885115;127.012625435;230052;20188100;651291
1;1;1;z;1;1;q;a;222;113.551965662;126.831809033;110.786963798;123.395933002;203765;20244796;616994
1;1;1;z;1;1;q;a;223;116.5756973;118.989716778;101.368718268;113.493751878;222053;20192193;695038
1;1;1;z;1;1;q;a;224;108.280369867;118.177519458;104.870974342;116.450405754;234432;20271965;640911
1;1;1;z;1;1;q;a;225;109.819319773;111.820491897;102.155628644;108.334504003;223427;20211271;716365
1;1;1;z;1;1;q;a;226;122.430983014;126.105458241;109.941533383;110.009974711;248140;20054475;908315
1;1;1;z;1;1;q;a;227;117.494530521;123.22971767;115.191500591;122.609184802;220224;20151406;832766
1;1;1;z;1;1;q;a;228;113.084992703;119.509211184;111.739336254;117.542645204;235165;20263381;747226
1;1;1;z;1;1;q;a;229;118.809992372;120.841453719;111.541071881;113.171421096;211012;20079165;953280
1;1;1;z;1;1;q;a;230;116.388680562;120.59866521;115.989442152;118.635558644;206970;20190191;853713
1;1;1;z;1;1;q;a;231;108.997643628;116.61906831;107.312814718;116.388899329;221674;20383231;682150
1;1;1;z;1;1;q;a;232;111.260682132;112.599135352;107.402721386;108.866461889;216687;20328131;741969
1;1;1;z;1;1;q;a;233;102.475555559;108.082958366;102.475555559;108.082958366;234206;20499472;608586
1;1;1;z;1;1;q;a;234;91.7610561566;104.103496045;91.7610561566;102.450592687;230912;20544228;588810
1;1;1;z;1;1;q;a;235;93.2945640148;96.0898423468;83.4697207864;91.649834213;245120;20481466;663071
1;1;1;z;1;1;q;a;236;92.1596396877;97.0598805676;86.8256658173;93.4100783452;258649;20456820;681733
1;1;1;z;1;1;q;a;237;95.2523157696;98.9000301323;91.0312776727;92.0354326922;227890;20405773;747993
1;1;1;z;1;1;q;a;238;91.7173696953;96.2573021247;90.6450616915;95.1420594843;253681;20506390;676179
1;1;1;z;1;1;q;a;239;88.9006073826;92.7722331016;87.7086354957;91.6223876686;220323;20568157;636744
1;1;1;z;1;1;q;a;240;90.4588844708;92.1931724755;88.2993413464;89.0058811439;220922;20529989;695960
1;1;1;z;1;1;q;a;241;86.4175383177;91.1088515661;85.5739465947;90.6131162553;222198;20680324;570502
1;1;1;z;1;1;q;a;242;84.3160306338;87.2119034153;83.2522490842;86.6131664986;224141;20726890;544117
1;1;1;z;1;1;q;a;243;84.4539516412;85.3163660634;82.8307460449;84.3057467624;229908;20705502;576201
1;1;1;z;1;1;q;a;244;85.2940890764;87.590690258;84.418862348;84.418862348;232587;20689406;607493
1;1;1;z;1;1;q;a;245;95.1047040138;96.870266293;85.322369589;85.3575506815;234430;20229900;1088557
1;1;1;z;1;1;q;a;246;101.085599194;101.415464509;92.9763997358;95.1095572866;221969;20135690;1203968
1;1;1;z;1;1;q;a;247;101.350590136;108.421513492;100.656637032;101.483516728;243591;20181292;1174486
1;1;1;z;1;1;q;a;248;116.217988511;117.149912269;100.72721524;101.171491194;244596;19772918;1609347
1;1;1;z;1;1;q;a;249;109.507403004;119.093287284;107.329521185;116.013103405;240591;20071040;1337631
1;1;1;z;1;1;q;a;250;116.768552916;116.768552916;107.491997068;109.382364341;200280;19740984;1696281
1;1;1;z;1;1;q;a;251;130.731418138;133.243624287;116.851138322;116.851138322;226021;19511606;1948112
1;1;1;z;1;1;q;a;252;139.992129223;158.033718752;130.708572854;130.708572854;250719;19462869;2032453
1;1;1;z;1;1;q;a;253;129.84435176;140.88021588;124.959335275;140.88021588;225577;19603146;1905854
1;1;1;z;1;1;q;a;254;131.674174769;136.677248539;126.29290758;129.888822727;231627;19552206;1964610
1;1;1;z;1;1;q;a;255;116.631371981;132.677059292;115.650099757;131.865627374;236954;19963643;1559853
1;1;1;z;1;1;q;a;256;136.471481241;137.311825108;115.693132487;116.575910514;246352;19395951;2155559
1;1;1;z;1;1;q;a;257;137.881832822;146.657910362;134.358116513;137.82921298;239155;19370548;2189978
1;1;1;z;1;1;q;a;258;139.910080915;140.633345869;134.338217188;137.722345022;206301;19321677;2253423
1;1;1;z;1;1;q;a;259;133.357707335;140.166122007;132.585254996;139.852676166;223168;19574647;2020271
1;1;1;z;1;1;q;a;260;140.722625124;141.393708814;132.590444347;133.365542551;199718;19291893;2325124
1;1;1;z;1;1;q;a;261;155.931126098;156.912920769;140.467612476;140.843263625;238591;19155902;2484047
1;1;1;z;1;1;q;a;262;149.129416354;155.830112942;147.176105484;155.0468401;256833;19286248;2378287
1;1;1;z;1;1;q;a;263;154.548251529;156.909894744;147.867196835;149.136769263;226922;19171233;2518594
1;1;1;z;1;1;q;a;264;155.874284892;160.781770026;154.374786005;154.45650857;214353;19207126;2506388
1;1;1;z;1;1;q;a;265;157.708644525;159.552489346;152.034856254;155.660518095;219445;19152152;2591777
1;1;1;z;1;1;q;a;266;151.69003028;158.473190559;151.238095804;157.639031759;248305;19402611;2372929
1;1;1;z;1;1;q;a;267;150.479077421;153.726999397;148.698459722;151.782078588;245232;19446782;2360416
1;1;1;z;1;1;q;a;268;150.866169147;153.565578762;150.281587933;150.392873009;247069;19478894;2363871
1;1;1;z;1;1;q;a;269;129.061289275;152.125361407;126.085336761;150.789393061;241397;20094648;1778630
1;1;1;z;1;1;q;a;270;127.366470294;130.145961019;125.219875369;128.504839267;233786;20162038;1735220
1;1;1;z;1;1;q;a;271;125.817309606;128.679125181;125.47128381;127.651055004;187940;20226831;1686516
1;1;1;z;1;1;q;a;272;116.888927441;126.294836922;116.086583939;126.014911279;197366;20491803;1452969
1;1;1;z;1;1;q;a;273;129.068732601;130.831207428;116.924855893;116.977314121;269833;19955575;1971794
1;1;1;z;1;1;q;a;274;121.943517645;130.743563539;120.311522717;129.172690653;243768;20275887;1648383
1;1;1;z;1;1;q;a;275;123.575697597;127.174757605;121.451640318;122.032712316;215489;20233339;1717148
